;
; LinkTag
;
Record Type,Name,Description,Enabled,Input Tag,Output Tag,Dead Value,Link Mode,Link Rate,Trigger Tag,Comparison,Value,Trigger Type,Trigger Scan Rate
"Link Tag","SAR-KC-A8.Ports.ifOperStatus-03","МНС-2.САР. КЦ резервный А2.6/1","1","SNMP.SAR-KC-A8.Ports.ifOperStatus-03","Diag.SNMP.SAR-KC-A8.Ports.ifOperStatus-03","2","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A8.Ports.ifOperStatus-04","резерв","1","SNMP.SAR-KC-A8.Ports.ifOperStatus-04","Diag.SNMP.SAR-KC-A8.Ports.ifOperStatus-04","2","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A8.Ports.ifOperStatus-05","МНС-2.САР. Панель оператора А12/1","1","SNMP.SAR-KC-A8.Ports.ifOperStatus-05","Diag.SNMP.SAR-KC-A8.Ports.ifOperStatus-05","2","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A8.Ports.ifOperStatus-06","резерв","1","SNMP.SAR-KC-A8.Ports.ifOperStatus-06","Diag.SNMP.SAR-KC-A8.Ports.ifOperStatus-06","2","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A8.Ports.ifOperStatus-07","резерв","1","SNMP.SAR-KC-A8.Ports.ifOperStatus-07","Diag.SNMP.SAR-KC-A8.Ports.ifOperStatus-07","2","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A8.Ports.ifOperStatus-08","резерв","1","SNMP.SAR-KC-A8.Ports.ifOperStatus-08","Diag.SNMP.SAR-KC-A8.Ports.ifOperStatus-08","2","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A8.Ports.ifOperStatus-09","резерв","1","SNMP.SAR-KC-A8.Ports.ifOperStatus-09","Diag.SNMP.SAR-KC-A8.Ports.ifOperStatus-09","2","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A8.Ports.ifOperStatus-10","резерв","1","SNMP.SAR-KC-A8.Ports.ifOperStatus-10","Diag.SNMP.SAR-KC-A8.Ports.ifOperStatus-10","2","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A8.State.CPULoad","Загрузка CPU","1","SNMP.SAR-KC-A8.State.CPULoad","Diag.SNMP.SAR-KC-A8.State.CPULoad","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A8.State.CPUTemp","Температура процессора","1","SNMP.SAR-KC-A8.State.CPUTemp","Diag.SNMP.SAR-KC-A8.State.CPUTemp","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A8.State.PowerState1","Состояние ввода питания №1","1","SNMP.SAR-KC-A8.State.PowerState1","Diag.SNMP.SAR-KC-A8.State.PowerState1","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A8.State.PowerState2","Состояние ввода питания №2","1","SNMP.SAR-KC-A8.State.PowerState2","Diag.SNMP.SAR-KC-A8.State.PowerState2","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A8.Property.FW","Версия прошивки","1","SNMP.SAR-KC-A8.Property.FW","Diag.SNMP.SAR-KC-A8.Property.FW","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A8.Property.IP","IP адресс","1","SNMP.SAR-KC-A8.Property.IP","Diag.SNMP.SAR-KC-A8.Property.IP","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A8.Property.Mask","Маска","1","SNMP.SAR-KC-A8.Property.Mask","Diag.SNMP.SAR-KC-A8.Property.Mask","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A8.Property.Name","Наименование устройства","1","SNMP.SAR-KC-A8.Property.Name","Diag.SNMP.SAR-KC-A8.Property.Name","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A8.Property.sysUpTime","Время работы","1","SNMP.SAR-KC-A8.Property.sysUpTime","Diag.SNMP.SAR-KC-A8.Property.sysUpTime","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A8.Status.Avar","Авария","1","_AdvancedTags.SAR-KC-A8.Avar","Diag.SNMP.SAR-KC-A8.Status.Avar","1","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A8.Status.Errors","Количество ошибок","1","_AdvancedTags.SAR-KC-A8.Avar","Diag.SNMP.SAR-KC-A8.Status.Errors","1","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.ObjName","МНС-2.Шкаф САР. Коммутатор ВУ (рез.) А9","1","SNMP.SAR-KC-A9.ObjName","Diag.SNMP.SAR-KC-A9.ObjName","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Status","Доступность устройства","1","SNMP.SAR-KC-A9._System._NoError","Diag.SNMP.SAR-KC-A9.Status","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifAdminStatus-01","МНС-2.САР. КЦ основной А1.7/1","1","SNMP.SAR-KC-A9.Ports.ifAdminStatus-01","Diag.SNMP.SAR-KC-A9.Ports.ifAdminStatus-01","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifAdminStatus-02","МНС-2.КЦ. Коммутатор ВУ (рез.) А9/4","1","SNMP.SAR-KC-A9.Ports.ifAdminStatus-02","Diag.SNMP.SAR-KC-A9.Ports.ifAdminStatus-02","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifAdminStatus-03","МНС-2.САР. КЦ резервный А2.7/1","1","SNMP.SAR-KC-A9.Ports.ifAdminStatus-03","Diag.SNMP.SAR-KC-A9.Ports.ifAdminStatus-03","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifAdminStatus-04","резерв","1","SNMP.SAR-KC-A9.Ports.ifAdminStatus-04","Diag.SNMP.SAR-KC-A9.Ports.ifAdminStatus-04","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifAdminStatus-05","МНС-2.САР. Панель оператора А12/2","1","SNMP.SAR-KC-A9.Ports.ifAdminStatus-05","Diag.SNMP.SAR-KC-A9.Ports.ifAdminStatus-05","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifAdminStatus-06","резерв","1","SNMP.SAR-KC-A9.Ports.ifAdminStatus-06","Diag.SNMP.SAR-KC-A9.Ports.ifAdminStatus-06","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifAdminStatus-07","резерв","1","SNMP.SAR-KC-A9.Ports.ifAdminStatus-07","Diag.SNMP.SAR-KC-A9.Ports.ifAdminStatus-07","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifAdminStatus-08","резерв","1","SNMP.SAR-KC-A9.Ports.ifAdminStatus-08","Diag.SNMP.SAR-KC-A9.Ports.ifAdminStatus-08","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifAdminStatus-09","резерв","1","SNMP.SAR-KC-A9.Ports.ifAdminStatus-09","Diag.SNMP.SAR-KC-A9.Ports.ifAdminStatus-09","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifAdminStatus-10","резерв","1","SNMP.SAR-KC-A9.Ports.ifAdminStatus-10","Diag.SNMP.SAR-KC-A9.Ports.ifAdminStatus-10","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifInErrors-01","МНС-2.САР. КЦ основной А1.7/1","1","SNMP.SAR-KC-A9.Ports.ifInErrors-01","Diag.SNMP.SAR-KC-A9.Ports.ifInErrors-01","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifInErrors-02","МНС-2.КЦ. Коммутатор ВУ (рез.) А9/4","1","SNMP.SAR-KC-A9.Ports.ifInErrors-02","Diag.SNMP.SAR-KC-A9.Ports.ifInErrors-02","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifInErrors-03","МНС-2.САР. КЦ резервный А2.7/1","1","SNMP.SAR-KC-A9.Ports.ifInErrors-03","Diag.SNMP.SAR-KC-A9.Ports.ifInErrors-03","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifInErrors-04","резерв","1","SNMP.SAR-KC-A9.Ports.ifInErrors-04","Diag.SNMP.SAR-KC-A9.Ports.ifInErrors-04","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifInErrors-05","МНС-2.САР. Панель оператора А12/2","1","SNMP.SAR-KC-A9.Ports.ifInErrors-05","Diag.SNMP.SAR-KC-A9.Ports.ifInErrors-05","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifInErrors-06","резерв","1","SNMP.SAR-KC-A9.Ports.ifInErrors-06","Diag.SNMP.SAR-KC-A9.Ports.ifInErrors-06","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifInErrors-07","резерв","1","SNMP.SAR-KC-A9.Ports.ifInErrors-07","Diag.SNMP.SAR-KC-A9.Ports.ifInErrors-07","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifInErrors-08","резерв","1","SNMP.SAR-KC-A9.Ports.ifInErrors-08","Diag.SNMP.SAR-KC-A9.Ports.ifInErrors-08","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifInErrors-09","резерв","1","SNMP.SAR-KC-A9.Ports.ifInErrors-09","Diag.SNMP.SAR-KC-A9.Ports.ifInErrors-09","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifInErrors-10","резерв","1","SNMP.SAR-KC-A9.Ports.ifInErrors-10","Diag.SNMP.SAR-KC-A9.Ports.ifInErrors-10","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifInOctets-01","МНС-2.САР. КЦ основной А1.7/1","1","SNMP.SAR-KC-A9.Ports.ifInOctets-01","Diag.SNMP.SAR-KC-A9.Ports.ifInOctets-01","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifInOctets-02","МНС-2.КЦ. Коммутатор ВУ (рез.) А9/4","1","SNMP.SAR-KC-A9.Ports.ifInOctets-02","Diag.SNMP.SAR-KC-A9.Ports.ifInOctets-02","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifInOctets-03","МНС-2.САР. КЦ резервный А2.7/1","1","SNMP.SAR-KC-A9.Ports.ifInOctets-03","Diag.SNMP.SAR-KC-A9.Ports.ifInOctets-03","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifInOctets-04","резерв","1","SNMP.SAR-KC-A9.Ports.ifInOctets-04","Diag.SNMP.SAR-KC-A9.Ports.ifInOctets-04","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifInOctets-05","МНС-2.САР. Панель оператора А12/2","1","SNMP.SAR-KC-A9.Ports.ifInOctets-05","Diag.SNMP.SAR-KC-A9.Ports.ifInOctets-05","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifInOctets-06","резерв","1","SNMP.SAR-KC-A9.Ports.ifInOctets-06","Diag.SNMP.SAR-KC-A9.Ports.ifInOctets-06","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifInOctets-07","резерв","1","SNMP.SAR-KC-A9.Ports.ifInOctets-07","Diag.SNMP.SAR-KC-A9.Ports.ifInOctets-07","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifInOctets-08","резерв","1","SNMP.SAR-KC-A9.Ports.ifInOctets-08","Diag.SNMP.SAR-KC-A9.Ports.ifInOctets-08","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifInOctets-09","резерв","1","SNMP.SAR-KC-A9.Ports.ifInOctets-09","Diag.SNMP.SAR-KC-A9.Ports.ifInOctets-09","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifInOctets-10","резерв","1","SNMP.SAR-KC-A9.Ports.ifInOctets-10","Diag.SNMP.SAR-KC-A9.Ports.ifInOctets-10","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifOperStatus-01","МНС-2.САР. КЦ основной А1.7/1","1","SNMP.SAR-KC-A9.Ports.ifOperStatus-01","Diag.SNMP.SAR-KC-A9.Ports.ifOperStatus-01","2","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifOperStatus-02","МНС-2.КЦ. Коммутатор ВУ (рез.) А9/4","1","SNMP.SAR-KC-A9.Ports.ifOperStatus-02","Diag.SNMP.SAR-KC-A9.Ports.ifOperStatus-02","2","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifOperStatus-03","МНС-2.САР. КЦ резервный А2.7/1","1","SNMP.SAR-KC-A9.Ports.ifOperStatus-03","Diag.SNMP.SAR-KC-A9.Ports.ifOperStatus-03","2","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifOperStatus-04","резерв","1","SNMP.SAR-KC-A9.Ports.ifOperStatus-04","Diag.SNMP.SAR-KC-A9.Ports.ifOperStatus-04","2","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifOperStatus-05","МНС-2.САР. Панель оператора А12/2","1","SNMP.SAR-KC-A9.Ports.ifOperStatus-05","Diag.SNMP.SAR-KC-A9.Ports.ifOperStatus-05","2","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifOperStatus-06","резерв","1","SNMP.SAR-KC-A9.Ports.ifOperStatus-06","Diag.SNMP.SAR-KC-A9.Ports.ifOperStatus-06","2","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifOperStatus-07","резерв","1","SNMP.SAR-KC-A9.Ports.ifOperStatus-07","Diag.SNMP.SAR-KC-A9.Ports.ifOperStatus-07","2","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifOperStatus-08","резерв","1","SNMP.SAR-KC-A9.Ports.ifOperStatus-08","Diag.SNMP.SAR-KC-A9.Ports.ifOperStatus-08","2","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifOperStatus-09","резерв","1","SNMP.SAR-KC-A9.Ports.ifOperStatus-09","Diag.SNMP.SAR-KC-A9.Ports.ifOperStatus-09","2","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Ports.ifOperStatus-10","резерв","1","SNMP.SAR-KC-A9.Ports.ifOperStatus-10","Diag.SNMP.SAR-KC-A9.Ports.ifOperStatus-10","2","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.State.CPULoad","Загрузка CPU","1","SNMP.SAR-KC-A9.State.CPULoad","Diag.SNMP.SAR-KC-A9.State.CPULoad","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.State.CPUTemp","Температура процессора","1","SNMP.SAR-KC-A9.State.CPUTemp","Diag.SNMP.SAR-KC-A9.State.CPUTemp","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.State.PowerState1","Состояние ввода питания №1","1","SNMP.SAR-KC-A9.State.PowerState1","Diag.SNMP.SAR-KC-A9.State.PowerState1","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.State.PowerState2","Состояние ввода питания №2","1","SNMP.SAR-KC-A9.State.PowerState2","Diag.SNMP.SAR-KC-A9.State.PowerState2","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Property.FW","Версия прошивки","1","SNMP.SAR-KC-A9.Property.FW","Diag.SNMP.SAR-KC-A9.Property.FW","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Property.IP","IP адресс","1","SNMP.SAR-KC-A9.Property.IP","Diag.SNMP.SAR-KC-A9.Property.IP","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Property.Mask","Маска","1","SNMP.SAR-KC-A9.Property.Mask","Diag.SNMP.SAR-KC-A9.Property.Mask","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Property.Name","Наименование устройства","1","SNMP.SAR-KC-A9.Property.Name","Diag.SNMP.SAR-KC-A9.Property.Name","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Property.sysUpTime","Время работы","1","SNMP.SAR-KC-A9.Property.sysUpTime","Diag.SNMP.SAR-KC-A9.Property.sysUpTime","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Status.Avar","Авария","1","_AdvancedTags.SAR-KC-A9.Avar","Diag.SNMP.SAR-KC-A9.Status.Avar","1","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SAR-KC-A9.Status.Errors","Количество ошибок","1","_AdvancedTags.SAR-KC-A9.Avar","Diag.SNMP.SAR-KC-A9.Status.Errors","1","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SC-A5.Status","Доступность устройства","1","SNMP.SC-A5._System._NoError","Diag.SNMP.SC-A5.Status","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SC-A5.ObjName","Шкаф серверный. Коммутатор L3 ЛВС (осн.) A5","1","SNMP.SC-A5.ObjName","Diag.SNMP.SC-A5.ObjName","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SC-A5.Ports.ifAdminStatus-01","ШС. Коммутатор с МСЭ (осн.) A3/1","1","SNMP.SC-A5.Ports.ifAdminStatus-01","Diag.SNMP.SC-A5.Ports.ifAdminStatus-01","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SC-A5.Ports.ifAdminStatus-02","ШС. АРМ оператора МНС-2 (осн.) А20/1","1","SNMP.SC-A5.Ports.ifAdminStatus-02","Diag.SNMP.SC-A5.Ports.ifAdminStatus-02","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SC-A5.Ports.ifAdminStatus-03","резерв","1","SNMP.SC-A5.Ports.ifAdminStatus-03","Diag.SNMP.SC-A5.Ports.ifAdminStatus-03","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SC-A5.Ports.ifAdminStatus-04","резерв","1","SNMP.SC-A5.Ports.ifAdminStatus-04","Diag.SNMP.SC-A5.Ports.ifAdminStatus-04","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SC-A5.Ports.ifAdminStatus-05","резерв","1","SNMP.SC-A5.Ports.ifAdminStatus-05","Diag.SNMP.SC-A5.Ports.ifAdminStatus-05","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SC-A5.Ports.ifAdminStatus-06","резерв","1","SNMP.SC-A5.Ports.ifAdminStatus-06","Diag.SNMP.SC-A5.Ports.ifAdminStatus-06","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SC-A5.Ports.ifAdminStatus-07","резерв","1","SNMP.SC-A5.Ports.ifAdminStatus-07","Diag.SNMP.SC-A5.Ports.ifAdminStatus-07","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SC-A5.Ports.ifAdminStatus-08","резерв","1","SNMP.SC-A5.Ports.ifAdminStatus-08","Diag.SNMP.SC-A5.Ports.ifAdminStatus-08","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SC-A5.Ports.ifAdminStatus-09","резерв","1","SNMP.SC-A5.Ports.ifAdminStatus-09","Diag.SNMP.SC-A5.Ports.ifAdminStatus-09","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SC-A5.Ports.ifAdminStatus-10","резерв","1","SNMP.SC-A5.Ports.ifAdminStatus-10","Diag.SNMP.SC-A5.Ports.ifAdminStatus-10","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SC-A5.Ports.ifAdminStatus-11","АРМ инженера ТСПД","1","SNMP.SC-A5.Ports.ifAdminStatus-11","Diag.SNMP.SC-A5.Ports.ifAdminStatus-11","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SC-A5.Ports.ifAdminStatus-12","Принтер","1","SNMP.SC-A5.Ports.ifAdminStatus-12","Diag.SNMP.SC-A5.Ports.ifAdminStatus-12","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SC-A5.Ports.ifAdminStatus-13","резерв","1","SNMP.SC-A5.Ports.ifAdminStatus-13","Diag.SNMP.SC-A5.Ports.ifAdminStatus-13","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SC-A5.Ports.ifAdminStatus-14","МНС-2.КЦ. Коммутатор ВУ (осн.) А8/8","1","SNMP.SC-A5.Ports.ifAdminStatus-14","Diag.SNMP.SC-A5.Ports.ifAdminStatus-14","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SC-A5.Ports.ifAdminStatus-15","резерв","1","SNMP.SC-A5.Ports.ifAdminStatus-15","Diag.SNMP.SC-A5.Ports.ifAdminStatus-15","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SC-A5.Ports.ifAdminStatus-16","В ПМЭ АСТУЭ","1","SNMP.SC-A5.Ports.ifAdminStatus-16","Diag.SNMP.SC-A5.Ports.ifAdminStatus-16","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SC-A5.Ports.ifAdminStatus-17","резерв","1","SNMP.SC-A5.Ports.ifAdminStatus-17","Diag.SNMP.SC-A5.Ports.ifAdminStatus-17","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SC-A5.Ports.ifAdminStatus-18","резерв","1","SNMP.SC-A5.Ports.ifAdminStatus-18","Diag.SNMP.SC-A5.Ports.ifAdminStatus-18","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SC-A5.Ports.ifAdminStatus-19","резерв","1","SNMP.SC-A5.Ports.ifAdminStatus-19","Diag.SNMP.SC-A5.Ports.ifAdminStatus-19","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SC-A5.Ports.ifAdminStatus-20","резерв","1","SNMP.SC-A5.Ports.ifAdminStatus-20","Diag.SNMP.SC-A5.Ports.ifAdminStatus-20","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SC-A5.Ports.ifAdminStatus-21","резерв","1","SNMP.SC-A5.Ports.ifAdminStatus-21","Diag.SNMP.SC-A5.Ports.ifAdminStatus-21","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SC-A5.Ports.ifAdminStatus-22","резерв","1","SNMP.SC-A5.Ports.ifAdminStatus-22","Diag.SNMP.SC-A5.Ports.ifAdminStatus-22","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SC-A5.Ports.ifAdminStatus-23","ШС. Сервер точного времени АА2/1","1","SNMP.SC-A5.Ports.ifAdminStatus-23","Diag.SNMP.SC-A5.Ports.ifAdminStatus-23","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SC-A5.Ports.ifAdminStatus-24","резерв","1","SNMP.SC-A5.Ports.ifAdminStatus-24","Diag.SNMP.SC-A5.Ports.ifAdminStatus-24","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SC-A5.Ports.ifAdminStatus-25","резерв","1","SNMP.SC-A5.Ports.ifAdminStatus-25","Diag.SNMP.SC-A5.Ports.ifAdminStatus-25","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SC-A5.Ports.ifAdminStatus-26","резерв","1","SNMP.SC-A5.Ports.ifAdminStatus-26","Diag.SNMP.SC-A5.Ports.ifAdminStatus-26","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SC-A5.Ports.ifAdminStatus-27","резерв","1","SNMP.SC-A5.Ports.ifAdminStatus-27","Diag.SNMP.SC-A5.Ports.ifAdminStatus-27","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SC-A5.Ports.ifAdminStatus-28","резерв","1","SNMP.SC-A5.Ports.ifAdminStatus-28","Diag.SNMP.SC-A5.Ports.ifAdminStatus-28","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
"Link Tag","SC-A5.Ports.ifInErrors-01","ШС. Коммутатор с МСЭ (осн.) A3/1","1","SNMP.SC-A5.Ports.ifInErrors-01","Diag.SNMP.SC-A5.Ports.ifInErrors-01","","On Data Change of Input Tag","1000","","Trigger Tag == Value","0","Always","1000"
